origin;dest;count;time
l1;l2;1;1819
l1;l5;2;1819
l1;l4;1;1819
l1;l12;5;1819
l1;l8;1;1819
l1;l916;1;1819
l1;l14;1;1819
l2;l3;1;1819
l3;l4;1;1819
l18;l5;3;1819
l18;l14;2;1819
l18;l107;2;1819
l18;l4;2;1819
l18;l9;1;1819
l5;l12;2;1819
l5;l107;1;1819
l5;l1;14;1819
l5;l141;1;1819
l5;l108;1;1819
l5;l37;1;1819
l12;l22;2;1819
l12;l15;1;1819
l12;l107;2;1819
l12;l279;1;1819
l12;l11;1;1819
l107;l14;4;1819
l107;l15;5;1819
l14;l19;15;1819
l4;l11;1;1819
l4;l107;2;1819
l4;l5;2;1819
l4;l1;1;1819
l11;l5;5;1819
l19;l5;8;1819
l19;l11;1;1819
l19;l1;1;1819
l55;l12;3;1819
l15;l14;4;1819
l15;l13;2;1819
l13;l14;2;1819
l8;l20;1;1819
l916;l14;1;1819
l58;l4;1;1819
l279;l11;1;1819
l9;l5;1;1819
l9;l107;1;1819
l37;l107;1;1819
l4;l5;2;1820
l4;l58;1;1820
l4;l11;1;1820
l4;l107;3;1820
l5;l6;1;1820
l5;l108;2;1820
l5;l70;1;1820
l5;l14;2;1820
l5;l1;17;1820
l5;l37;1;1820
l1;l12;3;1820
l1;l4;3;1820
l1;l57;1;1820
l1;l5;2;1820
l1;l14;5;1820
l1;l8;1;1820
l1;l68;1;1820
l1;l11;1;1820
l12;l11;3;1820
l12;l4;2;1820
l12;l5;1;1820
l12;l107;2;1820
l22;l14;2;1820
l14;l19;16;1820
l19;l5;13;1820
l19;l16;1;1820
l19;l11;3;1820
l16;l5;1;1820
l11;l5;4;1820
l11;l70;1;1820
l11;l8;1;1820
l58;l20;1;1820
l20;l5;1;1820
l20;l11;1;1820
l57;l4;1;1820
l57;l8;1;1820
l107;l14;5;1820
l107;l15;1;1820
l15;l13;1;1820
l13;l14;1;1820
l21;l8;2;1820
l21;l57;1;1820
l8;l9;3;1820
l8;l5;1;1820
l37;l107;1;1820
l68;l8;1;1820
l9;l4;1;1820
l55;l12;1;1820
l1;l11;2;1828
l1;l12;1;1828
l1;l4;6;1828
l1;l14;3;1828
l1;l13;1;1828
l1;l8;1;1828
l1;l9;2;1828
l11;l2;1;1828
l11;l5;1;1828
l11;l9;1;1828
l2;l5;1;1828
l16;l5;1;1828
l5;l147;1;1828
l5;l6;1;1828
l5;l70;1;1828
l5;l9;1;1828
l5;l1;14;1828
l5;l12;1;1828
l5;l1241;1;1828
l147;l1;1;1828
l6;l8;1;1828
l12;l13;2;1828
l12;l107;1;1828
l13;l14;5;1828
l13;l19;1;1828
l14;l5;1;1828
l14;l19;12;1828
l85;l12;1;1828
l85;l5;1;1828
l107;l13;2;1828
l107;l15;3;1828
l107;l14;1;1828
l19;l5;6;1828
l19;l11;1;1828
l9;l107;2;1828
l9;l5;2;1828
l9;l14;2;1828
l15;l13;1;1828
l15;l14;2;1828
l4;l8;1;1828
l4;l107;3;1828
l4;l20;1;1828
l4;l58;3;1828
l4;l5;3;1828
l8;l58;1;1828
l8;l78;1;1828
l8;l20;2;1828
l8;l9;1;1828
l18;l8;1;1828
l18;l4;2;1828
l18;l5;1;1828
l20;l58;1;1828
l20;l4;1;1828
l58;l9;2;1828
l58;l8;1;1828
l357;l9;1;1828
l5;l6;1;1829
l5;l70;1;1829
l5;l1;15;1829
l5;l107;1;1829
l5;l147;1;1829
l1;l14;1;1829
l1;l8;2;1829
l1;l5;1;1829
l1;l58;1;1829
l1;l4;2;1829
l1;l20;1;1829
l18;l12;1;1829
l18;l8;1;1829
l18;l244;1;1829
l12;l13;1;1829
l13;l14;1;1829
l13;l221;1;1829
l13;l16;1;1829
l8;l78;1;1829
l8;l9;1;1829
l8;l20;1;1829
l19;l5;6;1829
l19;l72;1;1829
l19;l11;1;1829
l58;l4;2;1829
l58;l9;2;1829
l4;l5;3;1829
l4;l11;1;1829
l4;l58;1;1829
l4;l107;1;1829
l78;l4;1;1829
l11;l1;3;1829
l11;l5;1;1829
l107;l13;1;1829
l107;l15;1;1829
l221;l14;2;1829
l72;l147;1;1829
l9;l11;1;1829
l9;l5;1;1829
l9;l323;1;1829
l9;l8;1;1829
l20;l4;1;1829
l20;l9;1;1829
l323;l1;1;1829
l15;l13;1;1829
l16;l221;1;1829
l244;l8;1;1829
l1;nan;1;1720
l1;l11;2;1720
l1;l85;1;1720
l1;l5;1;1720
l85;l22;1;1720
l85;l14;1;1720
l85;l57;1;1720
l85;nan;1;1720
l85;l1;1;1720
l22;l14;1;1720
l14;l15;1;1720
l14;l11;1;1720
l15;l4;1;1720
l57;l4;1;1720
l4;l76;1;1720
l4;l11;1;1720
l4;l5;1;1720
l76;l4;1;1720
l18;nan;2;1720
nan;l11;1;1720
l31;l30;1;1720
l30;l28;1;1720
l28;l4;1;1720
l5;l97;3;1720
l5;l11;1;1720
l5;l141;1;1720
l11;l4;1;1720
l11;l5;2;1720
l126;l5;1;1720
l1;l4;4;1802
l1;l323;1;1802
l1;l11;3;1802
l1;l14;5;1802
l1;l5;3;1802
l4;l5;5;1802
l4;l107;3;1802
l4;l8;3;1802
l4;l58;7;1802
l4;l59;1;1802
l28;l98;2;1802
l28;l5;3;1802
l28;l12;1;1802
l98;l28;1;1802
l98;l5;1;1802
l5;l51;6;1802
l5;l127;1;1802
l5;l108;6;1802
l5;l37;1;1802
l5;l70;4;1802
l5;l1;26;1802
l5;l11;3;1802
l5;l18;1;1802
l14;l19;20;1802
l19;l5;18;1802
l18;l4;4;1802
l18;l57;2;1802
l18;l12;3;1802
l107;l15;2;1802
l107;l14;1;1802
l107;l4;1;1802
l15;l14;3;1802
l8;l9;5;1802
l8;l20;4;1802
l8;l58;1;1802
l9;l5;7;1802
l9;l4;2;1802
l9;l11;1;1802
l20;l5;3;1802
l20;l11;1;1802
l20;l4;2;1802
l37;l107;1;1802
l12;l5;2;1802
l12;l15;1;1802
l12;l28;1;1802
l12;l30;1;1802
l12;l33;1;1802
l12;l8;1;1802
l12;l14;1;1802
l57;l4;2;1802
l58;l9;6;1802
l58;l20;2;1802
l59;l5;1;1802
l59;l58;1;1802
l11;l5;1;1802
l11;l4;2;1802
l11;l12;1;1802
l11;l84;1;1802
l11;l194;1;1802
l11;l8;1;1802
l323;l14;1;1802
nan;l5;1;1802
l33;l12;1;1802
l131;l117;1;1802
l78;l4;1;1802
l157;l4;1;1802
l125;l14;1;1802
l5;l51;3;1803
l5;l70;2;1803
l5;l108;9;1803
l5;l144;1;1803
l5;l131;5;1803
l5;l8;1;1803
l5;l1;14;1803
l5;l11;1;1803
l5;l85;1;1803
l5;l12;1;1803
l5;l170;1;1803
l5;nan;1;1803
l5;l37;1;1803
l5;l94;1;1803
l5;l21;1;1803
l8;l20;3;1803
l8;l9;4;1803
l8;l58;1;1803
l20;l5;3;1803
l20;l9;4;1803
l20;l4;1;1803
l1;l14;6;1803
l1;l5;4;1803
l1;l57;1;1803
l1;l107;1;1803
l1;l4;5;1803
l1;l11;1;1803
l1;l41;1;1803
l1;l95;1;1803
l14;l19;12;1803
l85;l68;3;1803
l85;l70;1;1803
l68;l4;3;1803
l68;l58;2;1803
l68;l8;2;1803
l9;l143;1;1803
l9;l107;1;1803
l9;l4;2;1803
l9;l20;1;1803
l9;l37;1;1803
l9;l5;7;1803
l9;l194;1;1803
l9;l8;1;1803
l143;l4;1;1803
l4;l5;9;1803
l4;l78;1;1803
l4;l58;5;1803
l4;l8;2;1803
l4;l107;1;1803
l4;l91;1;1803
l144;l1;1;1803
l15;l5;1;1803
l15;l14;2;1803
l107;l5;1;1803
l107;l15;1;1803
l107;l14;2;1803
l131;l108;1;1803
l131;l1;2;1803
l131;nan;1;1803
l131;l18;1;1803
l18;l4;3;1803
l18;l58;1;1803
l18;l57;2;1803
l18;l68;4;1803
l18;l14;1;1803
l78;l58;2;1803
l58;l20;3;1803
l58;l9;6;1803
l11;l4;2;1803
l11;l12;1;1803
l11;l5;1;1803
l19;l5;3;1803
l19;l15;6;1803
l55;l12;1;1803
l12;l15;1;1803
l12;l2;1;1803
l12;l14;1;1803
l12;l32;1;1803
l12;l5;3;1803
l57;l4;1;1803
l57;l11;1;1803
l57;l9;1;1803
l30;l5;1;1803
l2;l12;1;1803
l32;l12;1;1803
l84;l8;1;1803
l170;l1;1;1803
l194;l8;1;1803
l194;l59;1;1803
l59;l5;1;1803
l117;l14;1;1803
l37;l107;1;1803
nan;l4;1;1803
l94;l1;1;1803
l21;l1;1;1803
l41;l4;1;1803
l95;l4;1;1803
l91;l78;1;1803
l18;l53;1;1787
l18;l4;2;1787
l18;l14;1;1787
l18;l5;1;1787
l18;l57;1;1787
l53;l14;1;1787
l14;l16;1;1787
l14;l19;16;1787
l107;l15;1;1787
l107;l14;3;1787
l15;l14;1;1787
l19;l5;19;1787
l19;l926;1;1787
l19;l11;2;1787
l5;l108;4;1787
l5;l1;25;1787
l5;l22;1;1787
l5;l5;1;1787
l16;l5;1;1787
l1;l12;2;1787
l1;l14;4;1787
l1;l57;3;1787
l1;l41;1;1787
l1;nan;1;1787
l1;l4;2;1787
l1;l11;2;1787
l1;l129;1;1787
l12;l14;4;1787
l12;l107;1;1787
l12;l5;1;1787
l4;l11;1;1787
l4;l29;1;1787
l4;l14;3;1787
l4;l107;2;1787
l4;l58;2;1787
l11;l5;3;1787
l11;l4;2;1787
l11;l58;1;1787
l704;l5;1;1787
l29;l12;1;1787
l22;l37;1;1787
l37;l333;1;1787
l37;l5;1;1787
l333;l37;1;1787
l57;l12;1;1787
l57;l11;1;1787
l57;l4;1;1787
l57;l58;1;1787
l41;l4;1;1787
l41;l12;1;1787
l46;l12;1;1787
l129;l41;1;1787
l58;l9;4;1787
l9;l12;1;1787
l926;l5;1;1787
l16;l5;1;1788
l5;l51;1;1788
l5;l108;3;1788
l5;l1;17;1788
l5;nan;1;1788
l5;l22;1;1788
l5;l37;1;1788
l4;l37;1;1788
l4;l14;2;1788
l4;l91;1;1788
l4;l22;2;1788
l4;l107;1;1788
l4;l58;2;1788
l4;l15;2;1788
l4;l46;1;1788
l4;l5;1;1788
l37;l14;2;1788
l14;l19;14;1788
l14;l5;1;1788
l14;l1;1;1788
l19;l11;1;1788
l19;l5;18;1788
l1;l41;1;1788
l1;l4;3;1788
l1;l57;6;1788
l1;l526;1;1788
l1;l14;2;1788
l1;l5;3;1788
l1;l103;1;1788
l41;l12;2;1788
l41;l4;1;1788
l12;l14;2;1788
l12;l4;1;1788
l12;l22;2;1788
l12;l107;1;1788
l12;l5;2;1788
l12;l30;1;1788
l18;l4;2;1788
l18;l12;1;1788
l18;l57;1;1788
l18;l123;1;1788
l91;l4;1;1788
l22;l14;5;1788
l57;l4;2;1788
l57;l41;2;1788
l57;l58;1;1788
l57;l12;1;1788
l57;l40;1;1788
l107;l14;2;1788
l526;l12;1;1788
l58;l9;2;1788
l58;l37;1;1788
l15;l14;2;1788
l9;l4;2;1788
l9;l5;1;1788
l46;l12;1;1788
l30;l28;1;1788
l30;l12;1;1788
l28;l30;1;1788
l123;l12;1;1788
l21;l11;1;1788
l11;l8;1;1788
l1;nan;2;1809
l18;l107;3;1809
l18;l57;15;1809
l18;l12;4;1809
l18;l41;1;1809
l18;l4;2;1809
l18;l9;1;1809
l18;l5;1;1809
l18;l8;2;1809
l18;l95;1;1809
l18;l14;1;1809
l107;l19;1;1809
l107;l5;8;1809
l107;l16;2;1809
l107;l14;3;1809
l107;l15;3;1809
l19;l14;1;1809
l19;l5;9;1809
l19;l54;1;1809
l19;l107;5;1809
l19;l108;1;1809
l19;nan;1;1809
l14;l19;10;1809
l12;l5;2;1809
l12;l107;3;1809
l12;l244;4;1809
l12;l120;1;1809
l12;l11;2;1809
l5;l97;1;1809
l5;l108;7;1809
l5;l1;20;1809
l5;l58;1;1809
l5;nan;1;1809
l54;l107;1;1809
l11;l5;12;1809
l11;l72;1;1809
l57;l4;11;1809
l57;l41;1;1809
l57;l12;2;1809
l57;l5;1;1809
l4;l58;9;1809
l4;l59;2;1809
l4;l8;4;1809
l4;l11;4;1809
l4;l107;3;1809
l4;l5;1;1809
l4;l95;1;1809
l4;l91;1;1809
l58;l9;14;1809
l58;l4;1;1809
l58;l408;2;1809
l9;l78;5;1809
l9;l4;9;1809
l9;l5;1;1809
l9;l244;2;1809
l9;l11;1;1809
l9;l107;2;1809
l9;l8;1;1809
l9;nan;1;1809
l78;l4;4;1809
l78;l401;1;1809
l78;l58;1;1809
l59;l5;2;1809
l59;l4;1;1809
l16;l14;2;1809
l41;l12;2;1809
l8;l58;5;1809
l8;l9;4;1809
l244;l5;4;1809
l244;l11;1;1809
l244;nan;1;1809
l72;l1;1;1809
l95;l58;1;1809
l95;l59;1;1809
l15;l14;3;1809
l408;l9;3;1809
nan;l11;1;1809
l120;l5;1;1809
l91;l78;1;1809
l2;l12;1;1809
l143;l4;1;1809
l1;l68;2;1767
l1;l40;3;1767
l1;l41;1;1767
l1;l103;1;1767
l1;l5;1;1767
l1;l57;1;1767
l68;l41;1;1767
l68;l12;1;1767
l41;l2;1;1767
l41;l4;1;1767
l41;l12;1;1767
l2;l20;1;1767
l12;l30;3;1767
l12;l46;1;1767
l30;l29;1;1767
l30;l12;2;1767
l30;l30;1;1767
l30;l28;1;1767
l29;l30;1;1767
l5;l75;2;1767
l5;l108;2;1767
l5;l1;6;1767
l5;l14;1;1767
l5;l170;1;1767
l19;l5;7;1767
l19;l77;1;1767
l85;l41;1;1767
l4;l15;4;1767
l4;l20;1;1767
l4;l11;1;1767
l4;l421;1;1767
l4;l59;1;1767
l15;l14;4;1767
l14;l19;5;1767
l40;l123;1;1767
l40;l4;1;1767
l40;l14;1;1767
l123;l46;1;1767
l46;l30;1;1767
l11;l4;3;1767
l11;l5;1;1767
l20;l4;1;1767
l20;l5;1;1767
l57;l11;1;1767
l57;l41;1;1767
l103;l4;1;1767
l421;l4;1;1767
l59;l12;1;1767
l77;l324;1;1767
l324;l5;1;1767
l170;l1;1;1767
l37;l5;1;1767
l28;l5;1;1767
l20;l5;1;1768
l5;l51;1;1768
l5;l1;7;1768
l5;l14;1;1768
l5;l72;1;1768
l12;l33;1;1768
l12;l5;1;1768
l12;l15;1;1768
l12;l30;1;1768
l12;l46;2;1768
l33;l157;1;1768
l157;l12;1;1768
l18;l53;1;1768
l18;l4;1;1768
l18;l57;1;1768
l18;l40;1;1768
l53;l4;1;1768
l4;l15;4;1768
l4;l14;3;1768
l4;l28;1;1768
l15;l22;2;1768
l15;l14;3;1768
l22;l14;2;1768
l30;l46;2;1768
l30;l28;1;1768
l30;l44;1;1768
l46;l5;1;1768
l46;l12;1;1768
l46;l28;3;1768
l46;l30;1;1768
l41;l4;3;1768
l41;l12;3;1768
l14;l19;9;1768
l19;l5;6;1768
l19;l11;1;1768
l1;l14;1;1768
l1;l11;4;1768
l1;l41;2;1768
l1;l5;1;1768
l11;l5;2;1768
l11;l41;1;1768
l11;l4;3;1768
l28;l5;1;1768
l28;l20;2;1768
l28;l11;1;1768
l28;l46;1;1768
l57;l41;1;1768
l40;l41;1;1768
l72;l1;1;1768
l44;l12;1;1768
l8;l5;2;1799
l8;l9;5;1799
l8;l58;1;1799
l8;l20;1;1799
l18;l68;2;1799
l18;l4;9;1799
l18;l11;1;1799
l18;l58;2;1799
l18;l107;4;1799
l18;l5;1;1799
l18;l12;2;1799
l68;l30;1;1799
l68;l12;1;1799
l30;l12;2;1799
l12;l28;2;1799
l12;l11;1;1799
l12;l46;1;1799
l12;l4;1;1799
l12;l15;2;1799
l12;l5;1;1799
l12;l107;2;1799
l12;l44;1;1799
l4;l107;2;1799
l4;l8;3;1799
l4;l58;9;1799
l4;l11;2;1799
l4;l279;1;1799
l4;l20;1;1799
l4;l143;2;1799
l4;l59;2;1799
l4;l12;1;1799
l4;l5;2;1799
l107;l15;4;1799
l107;l14;4;1799
l107;l20;1;1799
l15;l126;1;1799
l15;l5;5;1799
l15;l11;1;1799
l15;l14;3;1799
l15;l480;1;1799
l15;l107;1;1799
l126;l65;1;1799
l65;l14;1;1799
l54;l15;2;1799
l5;l108;8;1799
l5;l1;8;1799
l5;l131;3;1799
l5;l124;1;1799
l5;l20;1;1799
l11;l5;10;1799
l11;l20;1;1799
l11;l41;1;1799
l11;l4;4;1799
l11;l12;1;1799
l20;l9;2;1799
l20;l37;1;1799
l20;l4;2;1799
l20;l5;2;1799
l46;l11;1;1799
l19;l15;8;1799
l19;l5;1;1799
l14;l19;3;1799
l9;l279;1;1799
l9;l4;8;1799
l9;l5;2;1799
l9;l11;2;1799
l9;l37;1;1799
l9;l1;1;1799
l279;l12;1;1799
l279;l30;1;1799
l58;l9;9;1799
l58;l8;2;1799
l58;l20;1;1799
l58;l59;1;1799
l41;l12;1;1799
l480;l8;1;1799
l124;l51;1;1799
l37;l5;1;1799
l143;l8;2;1799
l44;l32;1;1799
l32;l29;1;1799
l29;l4;1;1799
l21;l8;1;1799
l59;l5;1;1799
l59;l244;1;1799
l5;l21;1;1800
l5;l108;9;1800
l5;l127;1;1800
l5;l51;3;1800
l5;l1;26;1800
l5;l14;1;1800
l5;l131;3;1800
l5;l20;1;1800
l5;l141;1;1800
l21;l51;1;1800
l28;l98;2;1800
l28;l5;2;1800
l98;l28;2;1800
l14;l19;15;1800
l19;l5;10;1800
l4;l11;3;1800
l4;l5;6;1800
l4;l107;6;1800
l4;l58;1;1800
l4;l244;1;1800
l4;l12;1;1800
l11;l108;1;1800
l11;l5;5;1800
l11;l14;1;1800
l11;l8;1;1800
l11;l20;1;1800
l8;l20;5;1800
l8;l9;2;1800
l20;l5;3;1800
l20;l9;4;1800
l20;l58;1;1800
l20;l4;1;1800
l9;l4;2;1800
l9;l5;6;1800
l9;l11;1;1800
l55;l20;2;1800
l55;l68;4;1800
l55;l194;1;1800
l55;l5;1;1800
l55;nan;2;1800
l55;l84;1;1800
l55;l11;1;1800
l55;l4;1;1800
l15;l5;2;1800
l15;l14;7;1800
l15;l13;1;1800
l68;l11;1;1800
l68;l223;1;1800
l68;l14;2;1800
l18;l4;6;1800
l18;l41;3;1800
l18;l20;2;1800
l18;l57;2;1800
l18;l8;2;1800
l18;l5;1;1800
l107;l15;4;1800
l107;l14;1;1800
l107;l58;1;1800
l2;l5;2;1800
l41;l12;3;1800
l12;l15;2;1800
l12;l14;1;1800
l13;l14;1;1800
l194;l8;1;1800
l223;l14;1;1800
l526;l5;1;1800
l131;l1;6;1800
l141;l8;1;1800
l141;l4;1;1800
l1;l4;1;1800
l85;l11;1;1800
l57;l4;2;1800
l58;l20;1;1800
l58;l9;1;1800
l58;l78;1;1800
l84;l20;1;1800
l244;l5;3;1800
l117;l8;1;1800
l59;l244;1;1800
l37;l5;1;1800
l78;l143;1;1800
l143;l4;1;1800
l1;l11;1;1741
l1;l14;1;1741
l1;l515;1;1741
l11;l4;1;1741
l4;l11;3;1741
l4;l8;2;1741
l46;l29;1;1741
l46;l30;1;1741
l29;l30;1;1741
l29;l76;1;1741
l30;l15;1;1741
l30;l12;1;1741
l30;l29;1;1741
l30;l44;1;1741
l30;l76;1;1741
l15;l14;1;1741
l14;l19;2;1741
l14;l210;1;1741
l19;l11;2;1741
l12;l30;2;1741
l76;l4;2;1741
l8;l20;1;1741
l8;l4;1;1741
l20;l30;1;1741
l44;l12;1;1741
l210;l11;1;1741
l28;l12;1;1741
l41;l157;1;1741
l157;l4;1;1741
l85;l11;1;1741
l18;l4;1;1741
l18;l22;1;1741
l5;l586;1;1741
l586;l220;1;1741
l22;l14;1;1741
l11;l74;1;1742
l11;l51;1;1742
l11;l5;4;1742
l11;l1;1;1742
l11;l1207;1;1742
l11;l103;1;1742
l1;l22;1;1742
l1;l14;1;1742
l22;l14;1;1742
l14;l19;3;1742
l19;l11;2;1742
l18;l41;1;1742
l18;l4;2;1742
l41;l12;1;1742
l12;l4;1;1742
l12;l30;1;1742
l4;l11;1;1742
l4;l35;1;1742
l4;l76;1;1742
l4;l78;1;1742
l5;l1;4;1742
l5;l97;1;1742
l5;l18;1;1742
l35;l37;1;1742
l37;l103;1;1742
l30;l46;1;1742
l46;l28;1;1742
l28;l5;1;1742
l15;l14;1;1742
l1207;l1;1;1742
l515;l11;1;1742
l103;l5;1;1742
l76;l11;1;1742
l78;l8;1;1742
l8;l4;1;1742
l74;l75;1;1743
l11;l5;3;1743
l11;l836;1;1743
l5;l75;1;1743
l5;l1;3;1743
l5;nan;1;1743
l5;l325;1;1743
l19;l5;1;1743
l103;l5;1;1743
l18;l14;1;1743
l18;l11;2;1743
l18;l40;1;1743
l14;l19;1;1743
l1;nan;1;1743
l1;l41;1;1743
l41;l33;1;1743
l41;l12;1;1743
l33;l12;2;1743
l12;l30;2;1743
l12;l33;1;1743
l4;l5;1;1743
l40;l41;1;1743
l30;l28;1;1743
l28;l11;1;1743
l1;l57;1;1745
l1;l4;1;1745
l1;nan;1;1745
l57;l11;2;1745
l11;l4;2;1745
l11;l253;2;1745
l11;l5;1;1745
l4;l76;2;1745
l4;l37;1;1745
l4;l11;2;1745
l37;l22;1;1745
l37;l76;1;1745
l37;l333;1;1745
l22;l37;1;1745
l76;l4;1;1745
l85;l12;1;1745
l85;l57;1;1745
l12;l33;1;1745
l12;l32;1;1745
l12;l44;1;1745
l33;l12;1;1745
l28;l46;1;1745
l28;l11;1;1745
l46;l80;1;1745
l46;l28;1;1745
l80;l12;1;1745
l44;l30;1;1745
l30;l46;1;1745
l339;l37;1;1745
l14;l19;1;1745
l19;l22;1;1745
l19;l5;1;1745
l5;l253;2;1745
l5;l525;1;1745
l253;l1;2;1745
nan;nan;1;1745
l525;l1;1;1745
l76;l5;2;1746
l5;l1;3;1746
l5;l108;1;1746
l5;l22;1;1746
l253;l51;1;1746
l253;l1;2;1746
l32;l30;1;1746
l30;l29;1;1746
l29;l157;1;1746
l157;l12;1;1746
l12;l11;1;1746
l11;nan;1;1746
l11;l253;1;1746
l22;l5;1;1746
nan;nan;1;1746
l85;l11;2;1746
l85;l5;1;1746
l85;l15;1;1746
l292;l11;1;1746
l1;l85;1;1746
l18;l15;1;1746
l15;l14;2;1746
l14;l19;2;1746
l2;l5;1;1746
l1;l57;3;1747
l1;l103;1;1747
l1;l4;1;1747
l1;l18;1;1747
l57;l40;5;1747
l103;nan;1;1747
l4;l2;1;1747
l2;l5;1;1747
l141;l57;1;1747
l798;l129;1;1747
l18;l5;1;1747
l18;l22;3;1747
l18;l57;1;1747
l5;l22;1;1747
l5;l253;1;1747
l5;l1;1;1747
l5;l94;2;1747
l22;l37;1;1747
l22;l14;4;1747
l37;l5;1;1747
l37;l14;1;1747
l11;l5;2;1747
l11;l37;1;1747
l11;l157;1;1747
l253;l1;1;1747
l14;l19;4;1747
l14;l54;2;1747
l19;l5;3;1747
l54;l5;1;1747
l157;l33;1;1747
l33;l397;1;1747
l94;l1;2;1747
l40;l11;5;1748
l11;l77;2;1748
l11;l46;1;1748
l11;l103;2;1748
l11;l76;2;1748
l77;l76;2;1748
l76;l37;1;1748
l76;l15;2;1748
l76;l235;3;1748
l76;l277;1;1748
l37;l22;2;1748
l22;l14;2;1748
l1;l11;1;1748
l1;l76;2;1748
l1;l5;1;1748
l15;l14;3;1748
l14;l19;4;1748
l5;l22;1;1748
l5;l144;1;1748
l5;l1;1;1748
l5;l586;3;1748
l5;l129;1;1748
l5;l170;1;1748
l103;l12;2;1748
l12;l33;1;1748
l12;l32;1;1748
l12;l11;1;1748
l12;l30;1;1748
l33;l12;1;1748
l235;l37;1;1748
l235;l15;1;1748
l235;l14;1;1748
l18;l157;1;1748
l18;l11;1;1748
l18;l76;1;1748
l18;l41;1;1748
l157;l12;1;1748
l277;l5;1;1748
l129;l1;3;1748
l144;l75;1;1748
l19;l11;2;1748
l19;l5;3;1748
l397;l129;1;1748
l54;l5;1;1748
l586;l75;2;1748
l170;l1;1;1748
l30;l29;1;1748
l30;l12;1;1748
l29;l30;1;1748
l41;l76;1;1748
l14;l5;1;1749
l14;l19;4;1749
l1;l235;1;1749
l1;l41;1;1749
l1;l345;1;1749
l1;l76;2;1749
l1;l57;1;1749
l235;l15;2;1749
l15;l76;1;1749
l15;l14;2;1749
l41;l12;1;1749
l12;l33;1;1749
l12;l32;1;1749
l12;l30;2;1749
l12;l11;1;1749
l33;l80;1;1749
l80;l12;1;1749
l5;l1;9;1749
l5;l108;1;1749
l5;l37;1;1749
l11;l5;7;1749
l46;l30;1;1749
l46;l29;1;1749
l30;l12;1;1749
l30;l235;1;1749
l30;l28;2;1749
l30;l46;1;1749
l30;l157;1;1749
l19;l5;2;1749
l19;l11;2;1749
l76;l4;2;1749
l76;l28;1;1749
l76;l14;1;1749
l76;l15;1;1749
l4;l78;1;1749
l4;l76;1;1749
l78;l8;1;1749
l78;l173;1;1749
l8;l28;1;1749
l28;l30;1;1749
l28;l46;1;1749
l28;l5;1;1749
l22;l37;1;1749
l22;l5;1;1749
l37;l76;1;1749
l37;l83;1;1749
l37;l22;1;1749
l29;l30;1;1749
l32;l30;1;1749
l157;l12;1;1749
l333;l22;1;1749
l85;l5;1;1749
l83;l339;1;1749
l339;l37;1;1749
l345;l76;1;1749
nan;nan;1;1749
l57;l78;1;1749
l5;l51;2;1750
l5;l108;1;1750
l5;l1;10;1750
l5;l22;1;1750
l76;l15;1;1750
l76;l14;1;1750
l76;l4;2;1750
l15;l14;2;1750
l14;l5;1;1750
l14;l19;3;1750
l32;l30;1;1750
l30;l204;1;1750
l204;l157;1;1750
l157;l12;1;1750
l12;l11;1;1750
l1;l11;3;1750
l1;l76;3;1750
l1;l5;1;1750
l1;l57;1;1750
l28;l5;1;1750
l28;l11;1;1750
l46;l28;1;1750
l11;l5;2;1750
l11;l76;1;1750
l22;l103;1;1750
l22;l37;1;1750
l103;l5;1;1750
l19;l5;3;1750
l4;l15;1;1750
l4;l14;1;1750
l78;l5;1;1750
l37;l333;1;1750
l173;l5;1;1750
l1;l80;1;1758
l1;l18;1;1758
l1;l59;1;1758
l80;l12;1;1758
l18;l5;2;1758
l18;l14;1;1758
l18;l57;3;1758
l5;l22;2;1758
l5;l170;2;1758
l5;l131;2;1758
l5;l94;1;1758
l22;l37;1;1758
l22;l14;1;1758
l37;l83;1;1758
l37;l5;1;1758
l170;l1;1;1758
l170;l85;1;1758
l16;l126;1;1758
l126;l5;1;1758
l131;l1;2;1758
l14;l19;3;1758
l19;l126;1;1758
l19;l5;1;1758
l12;l5;1;1758
l12;l28;2;1758
l12;l4;2;1758
l94;l1;1;1758
l85;l1;1;1758
l57;l40;3;1758
l40;l103;3;1758
l103;l44;3;1758
l44;l12;3;1758
l28;l4;2;1758
l4;l15;1;1758
l15;l14;1;1758
l59;l12;1;1758
l12;l5;2;1759
l12;l33;1;1759
l12;l46;1;1759
l12;l44;1;1759
l5;l51;1;1759
l5;l37;1;1759
l5;l170;2;1759
l1;l22;1;1759
l1;l11;1;1759
l1;l5;1;1759
l1;nan;1;1759
l22;l14;3;1759
l11;l12;1;1759
l33;l12;1;1759
l37;l5;2;1759
l18;l22;1;1759
l18;l4;1;1759
l18;l123;1;1759
l18;l14;2;1759
l18;l57;1;1759
l18;l28;1;1759
l18;l95;1;1759
l14;l19;8;1759
l83;l37;1;1759
l170;l1;2;1759
l170;l131;1;1759
l4;l14;1;1759
l4;l91;1;1759
l4;l5;1;1759
l4;l15;3;1759
l4;l22;1;1759
l123;l12;1;1759
l44;l29;1;1759
l29;l12;1;1759
l126;l397;1;1759
l126;l1198;1;1759
l397;l170;1;1759
l397;l68;1;1759
l19;l126;1;1759
l19;l5;1;1759
l19;l397;1;1759
l1198;l131;1;1759
l131;l170;1;1759
l131;l1;1;1759
l57;l95;1;1759
l95;l4;1;1759
l95;l292;1;1759
l91;l4;1;1759
